Contrast	Geneid	log2FoldChange	padj	DEG
377147	Cell2 - Cond2 vs Cond3	Gucy1b2	0.08	NA	NS
445292	Cell2 - Cond4 vs Cond3	Men1	-0.05	0.716337174650398	NS
98078	Cell1 - Cond1 vs Cond3	Gm9817	0.13	NA	NS
275242	Cell2 - Cond1 vs Cond3	Gm21746	NA	NA	NS
96395	Cell1 - Cond1 vs Cond3	4933436F18Rik	-0.02	NA	NS
147976	Cell1 - Cond2 vs Cond3	Gm47624	0.04	NA	NS
13362	Cell1 - Cond1 vs Cond2	Fam129a	-0.16	0.954402217594445	NS
348611	Cell2 - Cond2 vs Cond3	Gm37109	0.09	NA	NS
329731	Cell2 - Cond1 vs Cond4	Gm9225	0	NA	NS
370959	Cell2 - Cond2 vs Cond3	Scimp	-0.02	NA	NS
303684	Cell2 - Cond1 vs Cond4	Trbv17	NA	NA	NS
119231	Cell1 - Cond2 vs Cond3	Rps20	0.28	0.240256503530865	NS
27952	Cell1 - Cond1 vs Cond2	Gm5724	0.07	NA	NS
1833	Cell1 - Cond1 vs Cond2	Gas6	-0.73	0.0337010310592901	NS
243684	Cell2 - Cond1 vs Cond3	Gm43097	-0.01	NA	NS
14643	Cell1 - Cond1 vs Cond2	Akr1cl	0.01	NA	NS
318701	Cell2 - Cond1 vs Cond4	Gm48588	NA	NA	NS
36744	Cell1 - Cond1 vs Cond2	Gm47527	NA	NA	NS
256493	Cell2 - Cond1 vs Cond3	Gm48565	0.07	NA	NS
483104	Cell2 - Cond4 vs Cond3	Gm48746	0	NA	NS
286301	Cell2 - Cond1 vs Cond4	Dcaf12	-0.14	0.431498161512373	NS
321248	Cell2 - Cond1 vs Cond4	Gm15220	-0.01	NA	NS
193900	Cell2 - Cond1 vs Cond2	Gm25314	NA	NA	NS
208756	Cell2 - Cond1 vs Cond2	Gm3760	0	NA	NS
34274	Cell1 - Cond1 vs Cond2	Mir7085	NA	NA	NS
295920	Cell2 - Cond1 vs Cond4	Gm22757	NA	NA	NS
365426	Cell2 - Cond2 vs Cond3	Gm2059	0.04	NA	NS
277885	Cell2 - Cond1 vs Cond4	Vps26a	-0.76	0.000180838509216327	NS
47957	Cell1 - Cond1 vs Cond2	Tiam2	-0.02	NA	NS
73820	Cell1 - Cond1 vs Cond3	Mir3967	NA	NA	NS
491754	Cell2 - Cond4 vs Cond3	AC131796.2	NA	NA	NS
37982	Cell1 - Cond1 vs Cond2	Gm12150	-0.04	NA	NS
52520	Cell1 - Cond1 vs Cond2	Spin2-ps4	NA	NA	NS
231764	Cell2 - Cond1 vs Cond3	Keap1	-0.29	0.395982500521181	NS
98475	Cell1 - Cond1 vs Cond3	Platr2	NA	NA	NS
31930	Cell1 - Cond1 vs Cond2	Gm33175	-0.01	NA	NS
424920	Cell2 - Cond2 vs Cond4	Gm16166	0.14	NA	NS
386019	Cell2 - Cond2 vs Cond3	Gm20834	0.03	NA	NS
290016	Cell2 - Cond1 vs Cond4	Gm17251	0.11	0.799561054789198	NS
385732	Cell2 - Cond2 vs Cond3	Gm23786	NA	NA	NS
337668	Cell2 - Cond2 vs Cond3	Poc1a	-0.51	0.103887759201494	NS
424217	Cell2 - Cond2 vs Cond4	Gm47476	0.02	NA	NS
368701	Cell2 - Cond2 vs Cond3	D030045P18Rik	0.09	NA	NS
233595	Cell2 - Cond1 vs Cond3	Ppil4	-0.12	0.592753342426959	NS
385009	Cell2 - Cond2 vs Cond3	Gm14823	0.05	NA	NS
452796	Cell2 - Cond4 vs Cond3	4933439K11Rik	0.01	NA	NS
59970	Cell1 - Cond1 vs Cond3	Ngdn	-0.43	0.0244398477318006	NS
489506	Cell2 - Cond4 vs Cond3	Gm23355	NA	NA	NS
195956	Cell2 - Cond1 vs Cond2	Gm7461	0.02	NA	NS
109893	Cell1 - Cond1 vs Cond3	Gm28550	NA	NA	NS
370915	Cell2 - Cond2 vs Cond3	Spem2	0.06	NA	NS
228023	Cell2 - Cond1 vs Cond3	Uhrf1	0.47	0.0948794569150357	NS
277966	Cell2 - Cond1 vs Cond4	Arl4a	-0.79	0.000269344832434093	NS
478722	Cell2 - Cond4 vs Cond3	Hs3st3a1	0	NA	NS
476590	Cell2 - Cond4 vs Cond3	Gm48179	0	NA	NS
371404	Cell2 - Cond2 vs Cond3	Gm11524	0.17	NA	NS
470848	Cell2 - Cond4 vs Cond3	Rassf7	0	NA	NS
327674	Cell2 - Cond1 vs Cond4	Olfr1438-ps1	0.06	NA	NS
229279	Cell2 - Cond1 vs Cond3	Gusb	0.33	0.172081544569317	NS
16450	Cell1 - Cond1 vs Cond2	Gm13391	0.01	NA	NS
5450	Cell1 - Cond1 vs Cond2	Crot	0.21	0.347252296217052	NS
190593	Cell2 - Cond1 vs Cond2	Cd8b1	0.01	NA	NS
39865	Cell1 - Cond1 vs Cond2	Gm22527	NA	NA	NS
348472	Cell2 - Cond2 vs Cond3	Gm28362	0.03	NA	NS
200223	Cell2 - Cond1 vs Cond2	Gm28289	NA	NA	NS
446251	Cell2 - Cond4 vs Cond3	Abi2	-0.04	0.814961479742909	NS
462914	Cell2 - Cond4 vs Cond3	2310034O05Rik	0	NA	NS
95056	Cell1 - Cond1 vs Cond3	Gm12349	-0.01	NA	NS
100782	Cell1 - Cond1 vs Cond3	Gm48998	-0.05	NA	NS
460539	Cell2 - Cond4 vs Cond3	9530002B09Rik	0	NA	NS
176113	Cell2 - Cond1 vs Cond2	Wbp1l	0.05	0.992195132295986	NS
469737	Cell2 - Cond4 vs Cond3	Snord15b	NA	NA	NS
17068	Cell1 - Cond1 vs Cond2	Olfr357	0	NA	NS
227814	Cell2 - Cond1 vs Cond3	Slit1	1.23	0.0850999974492221	NS
399505	Cell2 - Cond2 vs Cond4	Coq8b	-0.18	0.74306194354904	NS
91771	Cell1 - Cond1 vs Cond3	Gm4921	0.03	NA	NS
30791	Cell1 - Cond1 vs Cond2	Olfr553	-0.05	NA	NS
28270	Cell1 - Cond1 vs Cond2	Gm18200	NA	NA	NS
277471	Cell2 - Cond1 vs Cond4	Gm43462	2.13	6.32679601866467e-06	Upregulated
228520	Cell2 - Cond1 vs Cond3	Gm7972	0.73	0.120204888022883	NS
1604	Cell1 - Cond1 vs Cond2	Hdhd2	0.52	0.024017706458571	NS
497652	Cell2 - Cond4 vs Cond3	Gm28101	NA	NA	NS
361135	Cell2 - Cond2 vs Cond3	Nlrp4b	0.01	NA	NS
455974	Cell2 - Cond4 vs Cond3	Gm14205	NA	NA	NS
91349	Cell1 - Cond1 vs Cond3	Gm47328	-0.05	NA	NS
254644	Cell2 - Cond1 vs Cond3	Smim18	-0.01	NA	NS
238186	Cell2 - Cond1 vs Cond3	Gm7539	0.24	NA	NS
169065	Cell2 - Cond1 vs Cond2	Flt1	0.08	0.663921183070772	NS
335527	Cell2 - Cond2 vs Cond3	Psmd8	-0.54	0.0238201225562715	NS
165841	Cell1 - Cond2 vs Cond3	Gm28743	NA	NA	NS
378279	Cell2 - Cond2 vs Cond3	Gm48951	0	NA	NS
381032	Cell2 - Cond2 vs Cond3	Gm20541	-0.06	NA	NS
428927	Cell2 - Cond2 vs Cond4	Gm18341	NA	NA	NS
104784	Cell1 - Cond1 vs Cond3	Epb41l3	0.02	NA	NS
44662	Cell1 - Cond1 vs Cond2	Traj29	NA	NA	NS
57722	Cell1 - Cond1 vs Cond3	Sema5b	-3.57	0.00070504812950646	Downregulated
255364	Cell2 - Cond1 vs Cond3	Gm21817	0.25	NA	NS
384434	Cell2 - Cond2 vs Cond3	Gm1140	NA	NA	NS
115209	Cell1 - Cond2 vs Cond3	Fig4	-0.63	0.0251808274527751	NS
65143	Cell1 - Cond1 vs Cond3	Trib3	0.5	0.360931296770633	NS
78381	Cell1 - Cond1 vs Cond3	Gm11926	0.04	NA	NS
268337	Cell2 - Cond1 vs Cond3	Mettl7a3	0.1	NA	NS
286642	Cell2 - Cond1 vs Cond4	Eea1	-0.24	0.461423205597111	NS
496103	Cell2 - Cond4 vs Cond3	Gm15062	NA	NA	NS
85710	Cell1 - Cond1 vs Cond3	Scgb2b20	0.14	NA	NS
354905	Cell2 - Cond2 vs Cond3	Gm20503	NA	NA	NS
305593	Cell2 - Cond1 vs Cond4	Gm6313	0.06	NA	NS
146067	Cell1 - Cond2 vs Cond3	Grik4	0.16	NA	NS
408276	Cell2 - Cond2 vs Cond4	Gm42671	0.06	NA	NS
339651	Cell2 - Cond2 vs Cond3	Prcc	0.5	0.237370984787534	NS
463289	Cell2 - Cond4 vs Cond3	Gm14508	0	NA	NS
2753	Cell1 - Cond1 vs Cond2	Mta3	0.45	0.0960463002179168	NS
191099	Cell2 - Cond1 vs Cond2	Gm7924	0	NA	NS
181806	Cell2 - Cond1 vs Cond2	Bpifa1	0	NA	NS
218892	Cell2 - Cond1 vs Cond2	Gm27875	NA	NA	NS
240418	Cell2 - Cond1 vs Cond3	Gm13555	NA	NA	NS
247242	Cell2 - Cond1 vs Cond3	Gm7631	0.06	NA	NS
402131	Cell2 - Cond2 vs Cond4	Gm6473	0.01	NA	NS
188671	Cell2 - Cond1 vs Cond2	C330018A13Rik	0	NA	NS
220844	Cell2 - Cond1 vs Cond2	Gm28808	NA	NA	NS
10543	Cell1 - Cond1 vs Cond2	Pcdhga7	0.17	0.77251101652313	NS
402713	Cell2 - Cond2 vs Cond4	Gm25329	NA	NA	NS
180741	Cell2 - Cond1 vs Cond2	Olfr1135	0	NA	NS
469338	Cell2 - Cond4 vs Cond3	Hapln3	0	NA	NS
325450	Cell2 - Cond1 vs Cond4	CT030734.1	0.04	NA	NS
264666	Cell2 - Cond1 vs Cond3	Ube2ql1	-0.02	NA	NS
60981	Cell1 - Cond1 vs Cond3	Glb1	0.56	0.0546244929948662	NS
311307	Cell2 - Cond1 vs Cond4	Gm25439	0.03	NA	NS
238035	Cell2 - Cond1 vs Cond3	Vwc2l	0.08	NA	NS
359934	Cell2 - Cond2 vs Cond3	Gm14573	0.03	NA	NS
51611	Cell1 - Cond1 vs Cond2	Ppp1r3f	0.01	NA	NS
72101	Cell1 - Cond1 vs Cond3	Gm7281	NA	NA	NS
148911	Cell1 - Cond2 vs Cond3	Gm48772	-0.04	NA	NS
316095	Cell2 - Cond1 vs Cond4	Polr2k-ps	0.04	NA	NS
97586	Cell1 - Cond1 vs Cond3	4930470G03Rik	0.13	NA	NS
99116	Cell1 - Cond1 vs Cond3	Gm48342	-0.48	NA	NS
128042	Cell1 - Cond2 vs Cond3	Olfr1413	0.03	NA	NS
445077	Cell2 - Cond4 vs Cond3	Slc16a13	0.05	0.695092297821434	NS
489878	Cell2 - Cond4 vs Cond3	Pabpc6	0	NA	NS
317275	Cell2 - Cond1 vs Cond4	Gm7557	0.04	NA	NS
138757	Cell1 - Cond2 vs Cond3	C130060K24Rik	0	NA	NS
374273	Cell2 - Cond2 vs Cond3	Gm24991	NA	NA	NS
58872	Cell1 - Cond1 vs Cond3	Sdc2	0.66	0.00634298048648243	NS
106647	Cell1 - Cond1 vs Cond3	Hectd2os	-0.03	NA	NS
23741	Cell1 - Cond1 vs Cond2	Garem2	-0.01	NA	NS
309457	Cell2 - Cond1 vs Cond4	Gm27852	NA	NA	NS
375666	Cell2 - Cond2 vs Cond3	B430218F22Rik	0.03	NA	NS
190318	Cell2 - Cond1 vs Cond2	Ndnf	0	NA	NS
229836	Cell2 - Cond1 vs Cond3	Epb41l4a	0.79	0.216621449426071	NS
193577	Cell2 - Cond1 vs Cond2	Gm36864	0	NA	NS
368659	Cell2 - Cond2 vs Cond3	F930017D23Rik	0.02	NA	NS
231955	Cell2 - Cond1 vs Cond3	Gm12246	0.41	0.417424374352713	NS
419998	Cell2 - Cond2 vs Cond4	Gm20948	0.03	NA	NS
347371	Cell2 - Cond2 vs Cond3	Gm23785	NA	NA	NS
425106	Cell2 - Cond2 vs Cond4	Olfr809	0	NA	NS
147415	Cell1 - Cond2 vs Cond3	Gm48281	-0.01	NA	NS
65938	Cell1 - Cond1 vs Cond3	Ralbp1	-0.16	0.448492882453348	NS
402360	Cell2 - Cond2 vs Cond4	Gm7063	0.01	NA	NS
235412	Cell2 - Cond1 vs Cond3	Gm13594	-0.31	0.77967537490071	NS
333729	Cell2 - Cond2 vs Cond3	Zc3h7b	1.04	0.00139996183686626	Upregulated
29248	Cell1 - Cond1 vs Cond2	Scgb1b16-ps	NA	NA	NS
238634	Cell2 - Cond1 vs Cond3	Gm37174	-0.01	NA	NS
49168	Cell1 - Cond1 vs Cond2	AC026385.2	-0.05	NA	NS
493705	Cell2 - Cond4 vs Cond3	AC116871.4	0	NA	NS
386629	Cell2 - Cond2 vs Cond3	Gm21308	NA	NA	NS
315143	Cell2 - Cond1 vs Cond4	Tenm2	0.1	NA	NS
139356	Cell1 - Cond2 vs Cond3	Fgd5	0.05	NA	NS
270666	Cell2 - Cond1 vs Cond3	AC126254.1	0	NA	NS
481977	Cell2 - Cond4 vs Cond3	Gm47195	0	NA	NS
378641	Cell2 - Cond2 vs Cond3	Cyp2d38-ps	-0.03	NA	NS
301031	Cell2 - Cond1 vs Cond4	Zbtb48	0.01	NA	NS
464875	Cell2 - Cond4 vs Cond3	Gm27543	NA	NA	NS
28854	Cell1 - Cond1 vs Cond2	Vmn1r142	NA	NA	NS
252278	Cell2 - Cond1 vs Cond3	Mrgprb3	-0.01	NA	NS
362478	Cell2 - Cond2 vs Cond3	Gm5733	0.04	NA	NS
134702	Cell1 - Cond2 vs Cond3	Ifna9	NA	NA	NS
104215	Cell1 - Cond1 vs Cond3	Gm22589	NA	NA	NS
25798	Cell1 - Cond1 vs Cond2	Gm27755	NA	NA	NS
73882	Cell1 - Cond1 vs Cond3	Ajm1	-0.11	NA	NS
303505	Cell2 - Cond1 vs Cond4	Gm26021	-0.05	NA	NS
328223	Cell2 - Cond1 vs Cond4	AC102610.1	0.08	NA	NS
419749	Cell2 - Cond2 vs Cond4	Gm15300	0.03	NA	NS
113995	Cell1 - Cond2 vs Cond3	Fastkd3	-0.76	0.00533348148180962	NS
232816	Cell2 - Cond1 vs Cond3	Upk3bl	0.45	0.507750370493514	NS
188670	Cell2 - Cond1 vs Cond2	Tmem233	0.01	NA	NS
45752	Cell1 - Cond1 vs Cond2	Gm9643	NA	NA	NS
100985	Cell1 - Cond1 vs Cond3	Gm5671	0.09	NA	NS
20696	Cell1 - Cond1 vs Cond2	Gm12517	-0.11	NA	NS
188971	Cell2 - Cond1 vs Cond2	Gm42993	0.01	NA	NS
212408	Cell2 - Cond1 vs Cond2	Gm49528	0	NA	NS
439906	Cell2 - Cond2 vs Cond4	Gm14694	NA	NA	NS
196585	Cell2 - Cond1 vs Cond2	Gm16351	0.02	NA	NS
170602	Cell2 - Cond1 vs Cond2	Lrrc47	0.06	0.82517445548431	NS
322397	Cell2 - Cond1 vs Cond4	1700006F04Rik	0.04	NA	NS
226362	Cell2 - Cond1 vs Cond3	Tmod1	0.83	0.0338830542828607	NS
485002	Cell2 - Cond4 vs Cond3	Gm2260	NA	NA	NS
58202	Cell1 - Cond1 vs Cond3	Impg2	2.7	0.00200897534898928	Upregulated
454672	Cell2 - Cond4 vs Cond3	Olfr1114-ps1	NA	NA	NS
217233	Cell2 - Cond1 vs Cond2	AC138790.4	0	NA	NS
236140	Cell2 - Cond1 vs Cond3	Gm11598	-0.19	0.861647511945523	NS
357886	Cell2 - Cond2 vs Cond3	Gm42853	0	NA	NS
433186	Cell2 - Cond2 vs Cond4	4930430F21Rik	0	NA	NS
309446	Cell2 - Cond1 vs Cond4	Defb5	NA	NA	NS
226907	Cell2 - Cond1 vs Cond3	Tex261	-0.41	0.049219315781777	NS
309162	Cell2 - Cond1 vs Cond4	Gm22064	NA	NA	NS
143613	Cell1 - Cond2 vs Cond3	Olfr540-ps1	NA	NA	NS
344975	Cell2 - Cond2 vs Cond3	Fam57a	0.08	0.745570298155059	NS
137170	Cell1 - Cond2 vs Cond3	Gm22557	NA	NA	NS
439829	Cell2 - Cond2 vs Cond4	Gm14736	NA	NA	NS
486071	Cell2 - Cond4 vs Cond3	Gm48725	0	NA	NS
355728	Cell2 - Cond2 vs Cond3	Gm12933	0.36	NA	NS
439755	Cell2 - Cond2 vs Cond4	Gm8312	0.07	NA	NS
433930	Cell2 - Cond2 vs Cond4	Panx2	-0.02	NA	NS
250074	Cell2 - Cond1 vs Cond3	Gm15856	-0.02	NA	NS
278752	Cell2 - Cond1 vs Cond4	Ttc6	1.62	0.00338253024305309	Upregulated
139777	Cell1 - Cond2 vs Cond3	Kcna6	-0.04	NA	NS
203622	Cell2 - Cond1 vs Cond2	Trim37	0.03	NA	NS
341296	Cell2 - Cond2 vs Cond3	Pacsin1	0.34	0.382171600926293	NS
417371	Cell2 - Cond2 vs Cond4	Gm45619	0	NA	NS
440529	Cell2 - Cond2 vs Cond4	Gm17469	NA	NA	NS
364896	Cell2 - Cond2 vs Cond3	Gm44493	NA	NA	NS
386337	Cell2 - Cond2 vs Cond3	Gm28127	NA	NA	NS
171000	Cell2 - Cond1 vs Cond2	Gm6394	-0.07	0.849227622383835	NS
256162	Cell2 - Cond1 vs Cond3	Gm18377	NA	NA	NS
73304	Cell1 - Cond1 vs Cond3	Gm36961	-0.01	NA	NS
440545	Cell2 - Cond2 vs Cond4	Gm17267	NA	NA	NS
420660	Cell2 - Cond2 vs Cond4	Gm45334	0	NA	NS
262015	Cell2 - Cond1 vs Cond3	Gm2027	0.02	NA	NS
389666	Cell2 - Cond2 vs Cond4	Aif1	-3.29	0.0179009984965002	Downregulated
167073	Cell2 - Cond1 vs Cond2	Abhd4	0.48	0.147503405851883	NS
127304	Cell1 - Cond2 vs Cond3	Gm16150	0.04	NA	NS
133422	Cell1 - Cond2 vs Cond3	Mir137	NA	NA	NS
192382	Cell2 - Cond1 vs Cond2	Vmn1r80	-0.01	NA	NS
100167	Cell1 - Cond1 vs Cond3	Trav1	NA	NA	NS
414114	Cell2 - Cond2 vs Cond4	Evx1os	0.01	NA	NS
75220	Cell1 - Cond1 vs Cond3	Ccdc9b	-0.12	NA	NS
343899	Cell2 - Cond2 vs Cond3	B3galt4	0.25	0.643185612219823	NS
216826	Cell2 - Cond1 vs Cond2	Olfr1451	0	NA	NS
146250	Cell1 - Cond2 vs Cond3	Gm25980	-0.17	NA	NS
116194	Cell1 - Cond2 vs Cond3	Gm8444	1.07	0.0572970523636504	NS
224389	Cell2 - Cond1 vs Cond3	Filip1l	0.83	0.00428680705545857	NS
144894	Cell1 - Cond2 vs Cond3	Gm45295	0.03	NA	NS
358594	Cell2 - Cond2 vs Cond3	Gm15529	NA	NA	NS
152778	Cell1 - Cond2 vs Cond3	Gm5034	-0.04	NA	NS
210912	Cell2 - Cond1 vs Cond2	4930557F08Rik	NA	NA	NS
200589	Cell2 - Cond1 vs Cond2	Gtf3c6	-0.01	NA	NS
187937	Cell2 - Cond1 vs Cond2	Gm15653	0	NA	NS
91535	Cell1 - Cond1 vs Cond3	Gm43535	0.04	NA	NS
388590	Cell2 - Cond2 vs Cond4	Map9	2.91	0.00207616002500432	Upregulated
251662	Cell2 - Cond1 vs Cond3	Mir1964	0.03	NA	NS
112407	Cell1 - Cond2 vs Cond3	Me2	-0.53	0.000136789277083728	NS
142199	Cell1 - Cond2 vs Cond3	Gm9801	0.01	NA	NS
240248	Cell2 - Cond1 vs Cond3	Gm25081	NA	NA	NS
428648	Cell2 - Cond2 vs Cond4	Gm15996	-0.04	NA	NS
109940	Cell1 - Cond1 vs Cond3	Gm29512	NA	NA	NS
402248	Cell2 - Cond2 vs Cond4	1700074A21Rik	NA	NA	NS
322074	Cell2 - Cond1 vs Cond4	Fam216b	0.06	NA	NS
478391	Cell2 - Cond4 vs Cond3	Olfr1375	0	NA	NS
472374	Cell2 - Cond4 vs Cond3	Gm19872	0	NA	NS
252906	Cell2 - Cond1 vs Cond3	Gm25907	-0.07	NA	NS
282108	Cell2 - Cond1 vs Cond4	Tsr3	-0.6	0.0987170593164096	NS
495612	Cell2 - Cond4 vs Cond3	Gm5133	0	NA	NS
440999	Cell2 - Cond2 vs Cond4	Gm7312	0.12	NA	NS
329205	Cell2 - Cond1 vs Cond4	Srpk3	-0.02	NA	NS
79422	Cell1 - Cond1 vs Cond3	Foxo6	0.05	NA	NS
488880	Cell2 - Cond4 vs Cond3	Cldn16	0	NA	NS
289913	Cell2 - Cond1 vs Cond4	Mob1b	0.06	0.790072878647297	NS
144811	Cell1 - Cond2 vs Cond3	Rtbdn	0.06	NA	NS
424863	Cell2 - Cond2 vs Cond4	Gm32717	NA	NA	NS
215203	Cell2 - Cond1 vs Cond2	AC096777.1	0	NA	NS
133459	Cell1 - Cond2 vs Cond3	Gm4609	0.02	NA	NS
215414	Cell2 - Cond1 vs Cond2	Abhd3	0.09	NA	NS
386931	Cell2 - Cond2 vs Cond3	Gm29381	NA	NA	NS
175714	Cell2 - Cond1 vs Cond2	Gm42732	0.02	0.988042358340019	NS
425326	Cell2 - Cond2 vs Cond4	Lgalsl	0.01	NA	NS
102485	Cell1 - Cond1 vs Cond3	Prm1	-0.1	NA	NS
237443	Cell2 - Cond1 vs Cond3	Gm27028	0.09	NA	NS
462233	Cell2 - Cond4 vs Cond3	Gm10440	0	NA	NS
199987	Cell2 - Cond1 vs Cond2	Gm47066	0	NA	NS
223733	Cell2 - Cond1 vs Cond3	Trappc6a	-0.8	0.00130750374390089	NS
352644	Cell2 - Cond2 vs Cond3	Gm40038	-0.04	NA	NS
360429	Cell2 - Cond2 vs Cond3	Gm44056	0.04	NA	NS
455614	Cell2 - Cond4 vs Cond3	Snrpb2	-0.01	NA	NS
347400	Cell2 - Cond2 vs Cond3	Gm9839	0.03	NA	NS
485035	Cell2 - Cond4 vs Cond3	Gm7591	0	NA	NS
356622	Cell2 - Cond2 vs Cond3	Speer4a	0.07	NA	NS
362449	Cell2 - Cond2 vs Cond3	Gm45628	0.07	NA	NS
290101	Cell2 - Cond1 vs Cond4	Dmac2	0.13	0.806623682754574	NS
84073	Cell1 - Cond1 vs Cond3	Scarna10	-0.05	NA	NS
447064	Cell2 - Cond4 vs Cond3	Amz2	-0.06	0.871408625218267	NS
477495	Cell2 - Cond4 vs Cond3	Gm40787	0	NA	NS
246737	Cell2 - Cond1 vs Cond3	Gm43806	0.07	NA	NS
55298	Cell1 - Cond1 vs Cond2	Gm28674	-0.01	NA	NS
69530	Cell1 - Cond1 vs Cond3	Sar1a	0.03	0.813999528852675	NS
115067	Cell1 - Cond2 vs Cond3	Zfp516	1	0.0218232833688845	Upregulated
272275	Cell2 - Cond1 vs Cond3	AC129217.1	NA	NA	NS
36386	Cell1 - Cond1 vs Cond2	Gm22803	-0.02	NA	NS
422435	Cell2 - Cond2 vs Cond4	Gm49264	0.03	NA	NS
97335	Cell1 - Cond1 vs Cond3	Akr1c20	-0.01	NA	NS
266830	Cell2 - Cond1 vs Cond3	Gm48968	0.07	NA	NS
91177	Cell1 - Cond1 vs Cond3	Gm37040	-0.01	NA	NS
419124	Cell2 - Cond2 vs Cond4	Slc5a2	0.03	NA	NS
305698	Cell2 - Cond1 vs Cond4	Gm44983	0.04	NA	NS
494650	Cell2 - Cond4 vs Cond3	Gm23705	0	NA	NS
172655	Cell2 - Cond1 vs Cond2	Gm8618	-0.04	0.932889634755768	NS
233137	Cell2 - Cond1 vs Cond3	Pafah1b2	-0.12	0.53991495959936	NS
78647	Cell1 - Cond1 vs Cond3	Vma21-ps	-0.29	NA	NS
274497	Cell2 - Cond1 vs Cond3	Gm22590	NA	NA	NS
444726	Cell2 - Cond4 vs Cond3	9930017N22Rik	-0.03	0.629258666584104	NS
367794	Cell2 - Cond2 vs Cond3	D030055H07Rik	0.01	NA	NS
23108	Cell1 - Cond1 vs Cond2	Gm9944	0.01	NA	NS
79474	Cell1 - Cond1 vs Cond3	Bmp8a	0.36	NA	NS
465866	Cell2 - Cond4 vs Cond3	Gm26748	0	NA	NS
271257	Cell2 - Cond1 vs Cond3	AC125091.2	-0.01	NA	NS
162559	Cell1 - Cond2 vs Cond3	Gm15029	NA	NA	NS
463449	Cell2 - Cond4 vs Cond3	P2rx4	-0.02	NA	NS
270037	Cell2 - Cond1 vs Cond3	Itpr3os	-0.01	NA	NS
366624	Cell2 - Cond2 vs Cond3	1700027I24Rik	-0.03	NA	NS
159021	Cell1 - Cond2 vs Cond3	1700110C19Rik	NA	NA	NS
217510	Cell2 - Cond1 vs Cond2	Btbd35f17	NA	NA	NS
304543	Cell2 - Cond1 vs Cond4	Gm44750	0.03	NA	NS
247659	Cell2 - Cond1 vs Cond3	Gm42779	0.02	NA	NS
404138	Cell2 - Cond2 vs Cond4	Gm37664	0.07	NA	NS
269642	Cell2 - Cond1 vs Cond3	Gm5491	0.16	NA	NS
446869	Cell2 - Cond4 vs Cond3	Cbr1	-0.07	0.862617553297082	NS
359671	Cell2 - Cond2 vs Cond3	Gm22283	-0.03	NA	NS
142694	Cell1 - Cond2 vs Cond3	Mir708	0.03	NA	NS
492591	Cell2 - Cond4 vs Cond3	AC152076.1	NA	NA	NS
456724	Cell2 - Cond4 vs Cond3	Actrt3	0	NA	NS
360381	Cell2 - Cond2 vs Cond3	4930417O13Rik	0.12	NA	NS
275724	Cell2 - Cond1 vs Cond3	Gm28521	NA	NA	NS
249969	Cell2 - Cond1 vs Cond3	Gm44232	0.05	NA	NS
80349	Cell1 - Cond1 vs Cond3	Gm28022	NA	NA	NS
99808	Cell1 - Cond1 vs Cond3	Gm5929	NA	NA	NS
269554	Cell2 - Cond1 vs Cond3	Pcp4	-0.31	NA	NS
382365	Cell2 - Cond2 vs Cond3	Pdgfrb	0.09	NA	NS
107376	Cell1 - Cond1 vs Cond3	Gm26494	NA	NA	NS
218569	Cell2 - Cond1 vs Cond2	5430402E10Rik	NA	NA	NS
11036	Cell1 - Cond1 vs Cond2	Sox4	0.08	0.803525311028149	NS
90058	Cell1 - Cond1 vs Cond3	Gm16165	0.05	NA	NS
201736	Cell2 - Cond1 vs Cond2	Gm25422	0	NA	NS
422074	Cell2 - Cond2 vs Cond4	Crabp1	0	NA	NS
243904	Cell2 - Cond1 vs Cond3	Gm10650	0.06	NA	NS
167232	Cell2 - Cond1 vs Cond2	Clcn2	-0.41	0.209267911158503	NS
343835	Cell2 - Cond2 vs Cond3	Zfp808	0.23	0.636970786861094	NS
420439	Cell2 - Cond2 vs Cond4	Gm5353	0.03	NA	NS
399398	Cell2 - Cond2 vs Cond4	Mrpl52	-0.09	0.73371844942939	NS
93708	Cell1 - Cond1 vs Cond3	Gm11997	0.24	NA	NS
269041	Cell2 - Cond1 vs Cond3	Cd200r2	0.32	NA	NS
244571	Cell2 - Cond1 vs Cond3	Gm12385	0.08	NA	NS
389379	Cell2 - Cond2 vs Cond4	St13	-0.5	0.0118617111557568	NS
374409	Cell2 - Cond2 vs Cond3	Serpinb6b	-0.09	NA	NS
155763	Cell1 - Cond2 vs Cond3	Gm43551	NA	NA	NS
5467	Cell1 - Cond1 vs Cond2	1700017B05Rik	0.27	0.348389397865226	NS
425079	Cell2 - Cond2 vs Cond4	Olfr785	0.02	NA	NS
339963	Cell2 - Cond2 vs Cond3	Ube3c	0.26	0.261162540898703	NS
300735	Cell2 - Cond1 vs Cond4	Gm13012	0.04	NA	NS
115683	Cell1 - Cond2 vs Cond3	Rps19-ps11	1.52	0.0391140196282795	Upregulated
488990	Cell2 - Cond4 vs Cond3	Gm34967	0	NA	NS
478190	Cell2 - Cond4 vs Cond3	Gm12126	NA	NA	NS
290028	Cell2 - Cond1 vs Cond4	Map3k20	0.07	0.800184844568409	NS
30832	Cell1 - Cond1 vs Cond2	Olfr586	-0.02	NA	NS
20487	Cell1 - Cond1 vs Cond2	Hsd3b6	0	NA	NS
434068	Cell2 - Cond2 vs Cond4	Mir6960	0.02	NA	NS
